project,c_hash,date,msg
jmeter,4d8b2682a9f4bee1a03190f9fc022b2584aece9c,2016-12-31 14:47:47+00:00,"Sonar : fix squid:CommentedOutCodeLine ""This block of commented-out lines of code should be removed. ""

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776763 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 77b43dd775bbebe15f5ea6a57f2d2bced2c6a7a8"
jmeter,96f754764755e890a9e32e2fff379dde327d9a21,2016-12-31 14:52:10+00:00,"Sonar : fix squid:CommentedOutCodeLine ""This block of commented-out lines of code should be removed. ""

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776764 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: ab8fa174d68c5558689f0b68ed21eea59b2bbe93"
jmeter,74f6ae26d8c44056880f00476b0a1efa1d7d2401,2016-12-31 14:52:33+00:00,"Sonar : fix squid:CommentedOutCodeLine ""This block of commented-out lines of code should be removed. ""

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776765 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: e13b29fb852e0cfc9c134e987449ce0116743e71"
jmeter,96e752595d424179116e0c8cc9e97f51e4de8cb4,2016-12-31 15:01:15+00:00,"Sonar : fix squid:CommentedOutCodeLine ""This block of commented-out lines of code should be removed. ""

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776768 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: fee000e6f7fa54c177c875c6844516c727099608"
jmeter,11810775b2a2cfa8b44388bafd2a58c921316cba,2016-12-31 15:06:25+00:00,"Sonar : fix squid:CommentedOutCodeLine ""This block of commented-out lines of code should be removed. ""

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776769 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 573500fe123794a070d2b0ad56d70ca108a25f68"
jmeter,dadf9bfe49aa54cb25277742223fedd8426470a1,2016-12-31 15:06:43+00:00,"Sonar : fix squid:CommentedOutCodeLine ""This block of commented-out lines of code should be removed. ""

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776770 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 20fceb53d524474ab7ce71fd8b5ab1fd9cdf5ab5"
jmeter,7f76d648ade2d45e4dcc5c2b7cedf684cccf880a,2016-12-31 15:07:14+00:00,"Sonar : fix fix false positive squid:CommentedOutCodeLine ""This block of commented-out lines of code should be removed. ""

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776771 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 121881d0732f6e37b97b368de483a60ece805ba3"
jmeter,cb6ce46f014f2632e35ecff958138018bf49c772,2016-12-31 15:08:51+00:00,"Sonar : fix fix false positive squid:CommentedOutCodeLine ""This block of commented-out lines of code should be removed. ""

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776772 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: e5defb623ff39fef92e83490ce000710c27db2b8"
jmeter,e8059b215f34ddb8d2af1568ae8da8c7573ce275,2016-12-31 15:09:17+00:00,"Sonar : fix squid:CommentedOutCodeLine ""This block of commented-out lines of code should be removed. ""

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776773 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 3eac8e5bd2700cd1b019aa23d52060535f237dcc"
jmeter,00761c1c824c039297261876d961701415728ee2,2016-12-31 15:09:56+00:00,"Sonar : fix fix false positive squid:CommentedOutCodeLine ""This block of commented-out lines of code should be removed. ""

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776774 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 7f833c8abe32a18c3c3da916e225299d4793e089"
jmeter,dbd0b74c45c9035ce0105396d963e76de973a0fa,2016-12-31 15:10:10+00:00,"Sonar : fix squid:CommentedOutCodeLine ""This block of commented-out lines of code should be removed. ""

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776775 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: e222e220bf2a8fb805c8fbd5e9f846819d29c1b2"
jmeter,51f12752805a8f16935d4b63584ba191cdc43934,2016-12-31 15:11:13+00:00,"Sonar : fix squid:CommentedOutCodeLine ""This block of commented-out lines of code should be removed. ""

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776777 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 8cc29de5f103601cdffaea5648adfc32b5bb8be2"
jmeter,960268473304d1f9511f7666b2768b18dcc0c484,2016-12-31 15:51:17+00:00,"Sonar : fix squid:S00115 ""Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'""

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776781 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 115098dd9121d0dc1cd6986cc7de4b828bf2ce44"
jmeter,38a262e13590e7ec1e45a92656a88eee29fdf0c2,2016-12-31 15:52:20+00:00,"Sonar : fix squid:S00115 ""Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'""

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776782 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 2d1f4cb46f172d4f114f55d2f81df2754ee40c51"
jmeter,6af96e6f8d3d53bb8fec1ffbcc950fcfdddf1f64,2016-12-31 15:52:39+00:00,"Sonar : fix squid:S00115 ""Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'""

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776784 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 795ad6aa6586c8563a6b0edbdb078cee4678034c"
jmeter,b9f83e75e610c6596986cfb76e625299ffa97090,2016-12-31 15:53:02+00:00,"Sonar : fix squid:S00115 ""Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'""

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776785 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: d68e48ea02fa675a6e61e431f2d762328c267600"
jmeter,60fece9ba7418d529ecb2d69bf71fc852eee1d69,2016-12-31 15:53:18+00:00,"Sonar : fix squid:S00115 ""Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'""

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776786 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: f945a9ebe4ffcc8bd3714190a05bccad5d9b459a"
jmeter,193324ef5703cf610cac074ba7c9b6aad8128b9e,2016-12-31 15:55:08+00:00,"Sonar : fix squid:S00115 ""Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'""

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776787 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 0e2bc81ed01424d81287e1f05027d4095e65a6b2"
jmeter,5f2fdbac2755b6aedf45d8c9c20760a7e95214ef,2016-12-31 15:55:36+00:00,"Sonar : fix squid:S00115 ""Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'""

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776789 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 936529b2df73aaac28fd9fa5b403e26fe9f6f7d4"
jmeter,d800cbf52a5f339d48325ba36baa967493e240c3,2016-12-31 15:56:23+00:00,"Sonar : fix squid:S00115 ""Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'""
Fix also properties declaration order 

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776790 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 4d64b54921ff99d505787d9639266a36da864895"
jmeter,63f80f30f639527a6b89452ac496fbca1df70b8f,2016-12-31 15:56:54+00:00,"Sonar : fix squid:S00115 ""Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'""
Fix also properties declaration order 

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776791 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: c7eb39fa60be986e7f64d93bc84df177c7410ee7"
jmeter,e71d689ba638a726668aabb338f33f5ebe30caf0,2016-12-31 16:04:14+00:00,"Sonar : fix squid:S00115 ""Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'""
Mention breaking change in changes.xml

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776792 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: b6b6cbeaba79dc1d58ec797afcd48fd8f22cbee9"
jmeter,34d91d29dc545192ef7d3d41686af3ba988d9631,2016-12-31 16:07:43+00:00,"Sonar : fix squid:S00115 ""Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'""
Deprecated it and Mention breaking change in changes.xml

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776793 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: b0d5792f1313f74b83635f8dd2d2163572849f47"
jmeter,8fe4d9b3258f866d7a0d3945d7cdfb83f52eb688,2016-12-31 17:04:31+00:00,"Sonar : fix squid:S00115 ""Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'""


git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776799 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: be17211ac86f6b02605bf6210f9c23c084834a29"
jmeter,21152b5689f9162e788e3385c60b838b5c80e1c4,2016-12-31 17:06:26+00:00,"Sonar : ignore  squid:S00115 ""Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'""


git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776800 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: fa69aa6aec34074778638c6f43d7f421d53d4de4"
jmeter,605b454da253fbe8338d834848cf80081feed452,2016-12-31 17:55:38+00:00,"sonar:
- fix naming of constants
- fix placement properties, constructor to follow Java conventions

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776805 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 2f9832801a99194a21ee8dde3190169a8480529e"
jmeter,24e50a08a7f0d40add1ead828fb5e4bc9e9b2904,2016-12-31 19:01:22+00:00,"sonar : fix squid:S2157 Add a ""clone()"" method to this class

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776811 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 67abdd719051607006a8a3dcb7c6ca74353381e6"
jmeter,696bed2b6d4d20fdf8afbd27fa53981d71a396b3,2016-12-31 19:01:46+00:00,"sonar : fix squid:S2157 Add a ""clone()"" method to this class

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776812 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 8d91094bbcf145b409f610e7572603338911b29f"
jmeter,ee6109fe5c4b8c2634a5a9e72005105ac460b383,2016-12-31 19:02:37+00:00,"sonar : fix squid:S2696 Make the enclosing method ""static"" or remove this set

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776813 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 2ccb57f4025d1a8d0b2c6b0b626c1d0c67fcb2a0"
jmeter,f48c51dde9e2f485d706dc037461f4d60b245e3d,2016-12-31 19:03:06+00:00,"sonar : fix squid:S2696 Make the enclosing method ""static"" or remove this set

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776814 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 1a4adaf54ef0ce0ca4c61ccdd9767c645bd4ccf5"
jmeter,676be5c6a7d723737819d021b3807b5ad191b308,2016-12-31 19:04:16+00:00,"sonar : fix squid:S2696 Make the enclosing method ""static"" or remove this set

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776815 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 6b19b0c60b51ac1028e885017488a5f1815394fc"
jmeter,67ff563289f1bf267e0c674c818ded128a22636b,2017-01-01 17:24:33+00:00,"sonar : fix squid:S2696 Make the enclosing method ""static"" or remove this set

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776863 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: a791de06c8b824094a2875ce54b934e734888f27"
jmeter,913b2bdac9dbedadb1666b3c788c88d8622db6c8,2017-01-01 21:23:00+00:00,"Sonar : fix squid:UselessParenthesesCheck Remove those useless parentheses.

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776882 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: ae85364071f63f413788dab839d6da7c06ae58fc"
jmeter,a5b51c532efb68e906aa10cefc1a3940949a9063,2017-01-01 21:23:27+00:00,"Sonar : fix squid:UselessParenthesesCheck Remove those useless parentheses.

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776883 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 2c7c0a297152ab15e36d477392a30f3a6b66627c"
jmeter,9403d05bf6bd52dd50d78b24869b5001222be7f3,2017-01-01 21:25:02+00:00,"Sonar : fix squid:UselessParenthesesCheck Remove those useless parentheses.

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776884 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 29d8d6d6d0f762b15dca5db757b468875d90a1cd"
jmeter,5ee0b8cb63ee2f0e5df39aa059c1767a1ad1057b,2017-01-01 21:25:22+00:00,"Sonar : fix squid:UselessParenthesesCheck Remove those useless parentheses.

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776885 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 89eb8a7828b3b68c640f5b3f5b1db990496b1aaa"
jmeter,59a8d064ce2b9e60297723cfbf890f9ed9739119,2017-01-01 21:26:03+00:00,"Sonar : fix squid:UselessParenthesesCheck Remove those useless parentheses.

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776886 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: e0316316807cea6fb5951874041a937855a7c730"
jmeter,0ce00e7150e673bb34e10dbad9406110672776d3,2017-01-01 21:27:02+00:00,"Sonar : fix squid:UselessParenthesesCheck Remove those useless parentheses.

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776887 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 2fe2f7fc4a367acecebee9575d70779117d40104"
jmeter,b9f0b42b263c06698414b724aec4ae1e4ad74e0e,2017-01-01 21:28:17+00:00,"Sonar : fix squid:UselessParenthesesCheck Remove those useless parentheses.

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1776888 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: d29ac213d3971942c8d98c4ef7223fed97001cfc"
jmeter,272b5a0702c350314c726dc5921e90120298fca6,2017-01-15 22:40:17+00:00,"Fix 2 sonar issues

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1778951 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 6e636e700f4da86c6efc11f7a438c257b4c86b49"
jmeter,2c56ff8f3c2dcb397b669b4d553b2d8fc20d098e,2017-01-22 19:59:16+00:00,"Fix sonar code smells

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1779854 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: e29ac470977129f661387739f50d57b2ed1fc095"
jmeter,edabb698d1139fa89da313d87e60d67673254412,2017-01-25 07:27:31+00:00,"Fix sonar error

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1780140 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 7613d6b17b572b5e7fe541ce3282be7e1663993e"
jmeter,5335eba97ff856aad7f946b97890459fc9617c1c,2017-01-25 07:31:31+00:00,"Ignore sonar false positive

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1780141 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 3cf598b279fded3a26f7f547d10118ec4c2fc913"
jmeter,1675140255d3f96199db0cf790319715f7a18e35,2017-01-25 12:32:56+00:00,"Bug 55652 - JavaSampler silently resets classname if class can not be found
Fix Sonar error in a better way , thanks Felix
Bugzilla Id: 55652

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1780178 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: e66841382b9bcabffa0ddbef8114fa41c203aba4"
jmeter,78571001a126d61faa5cbb99c8aacc44b0b428c5,2017-01-26 20:50:28+00:00,"Fix sonar code smells

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1780476 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 2c8afc0bc18aa3c74094494745e0b2f0f588d441"
jmeter,7a7d0041343f260770d802c7cf05ac374302d8ad,2017-01-28 11:32:54+00:00,"Move the declaration/instantiation of the sonar related variables
closer to the sonar task, as it uses other variables -- namely the
jmeter.version one -- that are not initialized otherwise.


git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1780661 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: a1bf8f619e0cde1800c18a83b235d7f5ce088de0"
jmeter,a3211ad17486494e94694c3cec3def03472f1d84,2017-01-30 19:53:26+00:00,"Fix Sonar false positive

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1780975 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: b55ec1b4e002ccc815bba9741ee303be795bb43e"
jmeter,3dbea2392efeec283d79c4baa4c204e97cfd6d49,2017-01-30 19:57:24+00:00,"Fix Sonar false positive

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1780976 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 4495ba3500b346f6db1bf799b015bd8d9dff552c"
jmeter,cb9bb8e69c589dfe73097eaed66a4e5c3af27a92,2017-01-30 20:48:52+00:00,"Drop useless methods
Remove commented out code
Fix sonar code smells

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1780987 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: f6674521d84dbfe3722632694f66475817ad0281"
jmeter,3e2e60fba2a13c6e0921ded4386772376232fc14,2017-02-05 20:23:21+00:00,"Fix sonar code smell

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1781795 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 06a7372ecaa86a6f821765ef3cc565acea5b4b6c"
jmeter,619635eb5bffe88c9339d54b6059ff471c575d19,2017-02-05 20:31:55+00:00,"Fix sonar warning

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1781799 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 9432e403ef7f8917596f259411fdc97ef548f78f"
jmeter,d83a6caab152adf0e0909e932ad7c557d3bf6fc2,2017-02-05 20:32:29+00:00,"Add @since
Fix sonar warnings

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1781800 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 039c9f1cfb488a2aac72c43e0707c4643f568d4f"
jmeter,80cb5ccbf87fb94c3def3f260dc128501369faca,2017-02-05 20:32:56+00:00,"Fix sonar warnings

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1781801 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 1d2c1340b9b792dccc40098779558a2e7c78b46f"
jmeter,793960f25259ab0521d45ab14d070e5ff994c82e,2017-02-05 20:33:28+00:00,"Fix sonar code smell

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1781802 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 7463877de297d07f06cc87ab3439020f1b24d885"
jmeter,ffbac756e71245824238147f2ad8371e3ff1316d,2017-02-11 13:08:59+00:00,"Resolve a sonar warning and remove a useless paren.

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1782601 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: edb3b9faf40579ee7335fa171087564b7d94dcca"
jmeter,c6245766861355f75ea8e24701fbe36e4207e1c6,2017-02-17 23:24:36+00:00,"Fix leak reported by sonar

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1783479 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: eba0027058753b2eb3e062733ff05938ff168da1"
jmeter,99fe5ac0aa7f14472ea0e2baaf1135fcf55f97dd,2017-02-17 23:26:07+00:00,"Fix leak reported by sonar

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1783480 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 7f487d1c8bb628c81dd33636c5395c0bfb22ccc3"
jmeter,567e61c3bca5ab6ee4a78517e09bb50e16479441,2017-02-17 23:26:37+00:00,"Fix leak reported by sonar

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1783481 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 6797d9ee36450a7e1778f37f4859bade0af97a81"
jmeter,a43aaf43fe496f4eb31e91640a2260827323f9da,2017-02-17 23:41:14+00:00,"Fix leak reported by sonar

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1783483 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: e175fc98c7f1b3e2a5de567a27fdff4fad809497"
jmeter,daca37df3212ca4d462a5826ec566225f1e98390,2017-02-17 23:50:04+00:00,"Fix NPE sonar

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1783484 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 29c65bafda9bb5aec6d517d33a81cc46d41533b7"
jmeter,83160a06b7cbea2c1b282502967e54edbc903a61,2017-02-18 13:43:15+00:00,"Fix sonar false positive

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1783543 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 423eca1b54bbbc543631bb2ce79d15ef2849b00a"
jmeter,71f7c9afcbe7858cc1c55ccdada212a9aff99643,2017-02-18 13:49:50+00:00,"Document Sonar false positive

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1783545 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 3929d88cd7d84a1ef28efdf63a5fb2c17294146a"
jmeter,29cf4cbb358d24dcc914ae00ed47d6f51708a4fe,2017-02-18 13:52:32+00:00,"Document Sonar false positive
Fix s cannot be null so remove test

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1783548 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 5135fd8ec2be5bab989f48474efb0dc783cca5a6"
jmeter,8b97aaa86746f1bdb986a1033853c614f8b483ee,2017-02-18 13:58:30+00:00,"Fix sonar false positive

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1783552 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: a49b855180abf23795f59992e9d8db6b3ccbbc95"
jmeter,2233bd582c70a4e3bd9c543a602a2ff63958e7f0,2017-02-18 14:02:17+00:00,"Fix sonar warning on stream leak

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1783554 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: a3a3436bf749048a24b59ee7b0a76ef614af1a3e"
jmeter,6381ab32022b27bd9180e40b1d435dd4dc514adc,2017-02-18 14:04:04+00:00,"Fix sonar warning on stream leak

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1783555 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 00af8b30e61a152b8b990b3fc31cbfae45a0fb3e"
jmeter,737eeda62d5fd6d54c01d1f235abd28aa093728b,2017-02-18 21:41:36+00:00,"Fix sonar error

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1783594 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 109d06443c915d458d61990c7557aac399fbfedd"
jmeter,ab884a0f799d42739599e22b389c28b3ae09d0f6,2017-02-18 21:42:21+00:00,"Fix sonar errors on unclosed streams

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1783595 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 8fea1c08039cee95d90940e0f84a08854e766780"
jmeter,e33571a3a3857f7b14e51bf7121fceedb028f7f1,2017-02-18 21:43:14+00:00,"Fix sonar errors on unclosed streams

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1783596 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 9a6624adc896efab9d284aa1fe6de49d97c59e89"
jmeter,7c25caae305079af6460a339ef98fd61d5964a91,2017-02-19 14:18:41+00:00,"Fix sonar warning

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1783635 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 37276b7cc961babcd4b7648a02a85a5c92025bff"
jmeter,14224320517068a420b2d4c183eac15f4673c0fe,2017-02-24 17:24:00+00:00,"Fix Sonar errors

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1784305 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 0d1e71517061b9ef6bdc96c9ed0d760e674629b3"
jmeter,fffbd77e7840bb36397b097034b3cc09829748c2,2017-02-24 17:25:28+00:00,"Fix Sonar errors

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1784306 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: a383fc350d80e93f3638019a802617b2bf017290"
jmeter,0590b60407ad5e1b10a2108da033dab4063d0a92,2017-02-24 21:07:05+00:00,"Fix sonar warning

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1784331 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 4040b1c3ee73e7f920fb8e456d655464805d724e"
jmeter,1fc7b874ecdca442b1ecd10838460596a9dc99c8,2017-02-25 14:24:07+00:00,"Add hint for sonar that it should not warn us.

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1784382 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 1aaa118cc273445f16dafa37b5be589ced983a1d"
jmeter,04ef46be993abaf778f0901f85cbb5837ab99b05,2017-02-28 22:21:20+00:00,"Fix sonar errors

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1784827 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 06bdec7f67ac4deace59cf9075628777cc5d6cff"
jmeter,e8595cb202799a9f0929741ba81f9a3f68f7cc01,2017-03-04 09:31:30+00:00,"Fix sonar error

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1785443 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: a9718af014f32f29f98fa171d82ec2252e889465"
jmeter,f62911e5f18c89aa8d27c945645ab9a5243e0b87,2017-03-04 09:57:08+00:00,"Fix sonar error on possible NPE by enforcing collection does not contain null values
Add Tests 

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1785447 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 6dca17fa9be340e6fa8fb4c538c28a34d2587249"
jmeter,af3c3c3d1220455341a83a399ef34ef74ff49578,2017-03-04 09:59:44+00:00,"Fix sonar error

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1785448 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: cfd8748e91e23647f8b1b155c318062c92ecdd81"
jmeter,aa66563b26089062abd4098cd200d6cac5043670,2017-03-08 21:07:32+00:00,"Fix sonar error

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1786078 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: a2f3ce4cd9d02aa329171405c76eae18bb485433"
